1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 2D0000006EAA0441
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 5 second(s)
Mission Start Time:  Thu Mar 17 09:00:01 AEDT 2022
Mission Sample Count:  1689
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Thu Mar 17 09:00:01 AEDT 2022
Total Mission Samples:  1689
Total Device Samples:  92654
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
17/3/22, 9:28:36 am,C,35.721
17/3/22, 9:28:41 am,C,35.721
17/3/22, 9:28:46 am,C,35.721
17/3/22, 9:28:51 am,C,35.721
17/3/22, 9:28:56 am,C,35.721
17/3/22, 9:29:01 am,C,35.783
17/3/22, 9:29:06 am,C,35.783
17/3/22, 9:29:11 am,C,35.783
17/3/22, 9:29:16 am,C,35.783
17/3/22, 9:29:21 am,C,35.783
17/3/22, 9:29:26 am,C,35.783
17/3/22, 9:29:31 am,C,35.783
17/3/22, 9:29:36 am,C,35.783
17/3/22, 9:29:41 am,C,35.783
17/3/22, 9:29:46 am,C,35.783
17/3/22, 9:29:51 am,C,35.783
17/3/22, 9:29:56 am,C,35.783
17/3/22, 9:30:01 am,C,35.783
17/3/22, 9:30:06 am,C,35.783
17/3/22, 9:30:11 am,C,35.783
17/3/22, 9:30:16 am,C,35.783
17/3/22, 9:30:21 am,C,35.783
17/3/22, 9:30:26 am,C,35.783
17/3/22, 9:30:31 am,C,35.783
17/3/22, 9:30:36 am,C,35.783
17/3/22, 9:30:41 am,C,35.845
17/3/22, 9:30:46 am,C,35.845
17/3/22, 9:30:51 am,C,35.845
17/3/22, 9:30:56 am,C,35.845
17/3/22, 9:31:01 am,C,35.845
17/3/22, 9:31:06 am,C,35.845
17/3/22, 9:31:11 am,C,35.845
17/3/22, 9:31:16 am,C,35.845
17/3/22, 9:31:21 am,C,35.845
17/3/22, 9:31:26 am,C,35.845
17/3/22, 9:31:31 am,C,35.845
17/3/22, 9:31:36 am,C,35.845
17/3/22, 9:31:41 am,C,35.845
17/3/22, 9:31:46 am,C,35.845
17/3/22, 9:31:51 am,C,35.845
17/3/22, 9:31:56 am,C,35.845
17/3/22, 9:32:01 am,C,35.845
17/3/22, 9:32:06 am,C,35.845
17/3/22, 9:32:11 am,C,35.845
17/3/22, 9:32:16 am,C,35.845
17/3/22, 9:32:21 am,C,35.845
17/3/22, 9:32:26 am,C,35.908
17/3/22, 9:32:31 am,C,35.845
17/3/22, 9:32:36 am,C,35.845
17/3/22, 9:32:41 am,C,35.845
17/3/22, 9:32:46 am,C,35.845
17/3/22, 9:32:51 am,C,35.845
17/3/22, 9:32:56 am,C,35.845
17/3/22, 9:33:01 am,C,35.845
17/3/22, 9:33:06 am,C,35.845
17/3/22, 9:33:11 am,C,35.845
17/3/22, 9:33:16 am,C,35.845
17/3/22, 9:33:21 am,C,35.845
